City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Poli,TZ,2022-07-13 11:06:50,-3.3333,36.8,72.7,32,31,7.78
295,Meadow Lake,US,2022-07-13 11:02:21,34.8014,-106.5436,70.16,62,56,4.85
296,Trudarmeyskiy,RU,2022-07-13 11:06:51,54.132,86.4098,64.42,53,86,10.38
297,Douglas,US,2022-07-13 11:06:51,41.3,-96.167,66.6,87,0,4.61
298,Jacksonville,US,2022-07-13 11:03:43,30.3322,-81.6556,77.11,95,0,3.44
299,Palauig,PH,2022-07-13 11:06:52,15.435,119.9045,80.13,84,100,6.87
300,Xuddur,SO,2022-07-13 11:06:52,4.1213,43.8894,88.81,29,62,25.39
301,Mogadishu,SO,2022-07-13 11:06:52,2.0371,45.3438,79.9,74,56,25.75
302,Macapa,BR,2022-07-13 11:05:28,0.0389,-51.0664,76.98,94,75,2.3
303,Lengshuitan,CN,2022-07-13 11:05:15,26.4111,111.5956,88.0,73,20,5.19
304,Havre-Saint-Pierre,CA,2022-07-13 11:06:53,50.2334,-63.5986,53.96,100,100,11.5
305,Sayyan,YE,2022-07-13 11:06:54,15.1718,44.3244,62.76,55,100,11.83
306,Glencoe,ZA,2022-07-13 11:03:02,-28.1783,30.147,68.92,18,0,14.38
307,Montepuez,MZ,2022-07-13 11:06:54,-13.1256,38.9997,82.51,24,38,6.33
308,Gat,IL,2022-07-13 11:06:55,31.61,34.7642,90.79,33,1,14.79
309,Vao,NC,2022-07-13 11:06:55,-22.6667,167.4833,74.86,87,100,25.93
310,Kibala,TD,2022-07-13 11:06:56,9.1104,18.3463,77.07,77,100,5.55
311,Bambous Virieux,MU,2022-07-13 11:06:56,-20.3428,57.7575,75.45,57,40,13.8
312,Khash,IR,2022-07-13 11:06:57,28.2211,61.2158,95.16,6,68,15.66
313,Zabid,YE,2022-07-13 11:06:57,14.1951,43.3152,99.43,29,97,29.21
314,Soria,ES,2022-07-13 11:06:57,41.6667,-2.6667,94.15,14,6,6.2
315,Placido De Castro,BR,2022-07-13 11:06:58,-10.3353,-67.1856,68.92,96,16,2.33
316,Lompoc,US,2022-07-13 11:06:59,34.6391,-120.4579,60.01,95,100,3.44
317,Medvedok,RU,2022-07-13 11:07:59,57.3891,50.0351,84.09,54,78,11.27
318,Mareeba,AU,2022-07-13 11:07:59,-17.0,145.4333,59.72,85,47,2.64
319,Asfi,MA,2022-07-13 11:08:00,32.2994,-9.2372,75.74,71,1,12.62
320,Coquimbo,CL,2022-07-13 11:08:00,-29.9533,-71.3436,49.73,93,75,6.91
321,Mayumba,GA,2022-07-13 11:08:01,-3.432,10.6554,73.71,79,99,6.35
322,Lac Du Bonnet,CA,2022-07-13 11:08:01,50.2536,-96.0612,55.51,97,5,4.54
323,San Ignacio,BZ,2022-07-13 11:08:01,17.1561,-89.0714,73.54,94,0,0.0
324,Yamada,JP,2022-07-13 11:08:02,39.4667,141.95,68.47,94,100,0.27
325,Esperance,AU,2022-07-13 11:08:02,-33.8667,121.9,57.4,51,0,8.86
326,Batticaloa,LK,2022-07-13 11:08:03,7.7102,81.6924,90.57,47,98,26.19
327,Khandyga,RU,2022-07-13 11:08:03,62.6667,135.6,65.66,89,66,3.04
328,Sola,VU,2022-07-13 11:08:04,-13.8833,167.55,80.4,69,41,12.33
329,Oistins,BB,2022-07-13 11:08:04,13.0667,-59.5333,82.49,69,20,20.71
330,Vilhena,BR,2022-07-13 11:08:05,-12.7406,-60.1458,64.31,72,43,4.54
331,Sao Miguel Do Iguacu,BR,2022-07-13 11:06:29,-25.3481,-54.2378,45.84,87,1,4.14
332,Ilulissat,GL,2022-07-13 11:08:05,69.2167,-51.1,42.82,87,75,3.44
333,Los Llanos De Aridane,ES,2022-07-13 11:08:06,28.6585,-17.9182,73.15,78,75,11.5
334,Srednekolymsk,RU,2022-07-13 11:08:06,67.45,153.6833,67.73,54,100,13.06
335,Tezu,IN,2022-07-13 11:08:06,27.9167,96.1667,90.01,76,100,0.85
336,Tazmalt,DZ,2022-07-13 11:08:07,36.3868,4.3989,95.04,26,0,4.94
337,Fandriana,MG,2022-07-13 11:08:07,-20.2333,47.3833,66.74,48,7,8.28
338,Kruisfontein,ZA,2022-07-13 11:08:08,-34.0033,24.7314,63.88,41,19,7.07
339,Talaya,RU,2022-07-13 11:08:08,61.3833,152.75,73.87,62,6,18.61
340,Salme,NP,2022-07-13 11:08:08,28.0369,85.0942,73.69,90,99,1.16
341,Galesong,ID,2022-07-13 11:08:09,-5.3166,119.3661,78.82,77,90,7.2
342,Yarmouth,US,2022-07-13 11:08:09,41.7057,-70.2286,75.25,93,75,5.75
343,Aldan,RU,2022-07-13 11:08:10,58.6031,125.3894,60.75,91,100,2.39
344,Newport,GB,2022-07-13 11:06:00,51.5877,-2.9984,77.07,64,77,2.48
345,Oussouye,SN,2022-07-13 11:08:10,12.485,-16.5469,84.78,72,66,6.49
346,Quatre Cocos,MU,2022-07-13 11:08:11,-20.2078,57.7625,75.31,57,50,15.37
347,Paita,PE,2022-07-13 11:08:11,-5.0892,-81.1144,61.52,89,16,10.42
348,San Cristobal,VE,2022-07-13 11:08:12,7.7669,-72.225,68.18,89,43,3.85
349,Benguela,AO,2022-07-13 11:08:12,-12.5763,13.4055,77.07,65,55,8.55
350,Brokopondo,SR,2022-07-13 11:08:13,4.75,-55.1667,76.37,91,82,4.36
351,Baie-Comeau,CA,2022-07-13 11:08:13,49.2168,-68.1489,57.07,77,19,9.64
352,Namtsy,RU,2022-07-13 11:08:14,62.7161,129.6658,69.28,87,80,4.61
353,Rustenburg,ZA,2022-07-13 11:08:14,-25.6676,27.2421,68.29,31,3,6.96
354,Mindelo,CV,2022-07-13 11:08:15,16.8901,-24.9804,80.15,61,20,25.32
355,Karnobat,BG,2022-07-13 11:08:15,42.65,26.9833,80.44,20,18,11.12
356,Isangel,VU,2022-07-13 11:08:16,-19.55,169.2667,77.92,90,10,16.24
357,San Bartolome,ES,2022-07-13 11:08:16,27.9248,-15.5733,66.67,68,20,27.63
358,Griffith,US,2022-07-13 11:08:17,41.5284,-87.4237,69.73,88,0,6.91
359,Romitan,UZ,2022-07-13 11:08:17,39.9343,64.3814,98.55,16,0,16.11
360,Russell,US,2022-07-13 11:09:18,32.3502,-85.1999,75.0,100,100,3.44
361,Rincon,US,2022-07-13 11:09:18,32.296,-81.2354,80.85,96,75,5.75
362,Ancud,CL,2022-07-13 11:09:19,-41.8697,-73.8203,40.23,80,90,7.54
363,Saint-Francois,FR,2022-07-13 11:09:19,46.4154,3.9054,81.84,42,0,3.44
364,Myitkyina,MM,2022-07-13 11:08:07,25.3833,97.4,92.89,64,15,1.14
365,Lahij,YE,2022-07-13 11:09:20,13.1667,44.5833,93.92,35,62,8.12
366,Kurumkan,RU,2022-07-13 11:09:21,54.3,110.3,77.85,46,42,1.54
367,Paracuru,BR,2022-07-13 11:09:21,-3.41,-39.0306,79.11,79,16,12.68
368,Oranjestad,AW,2022-07-13 11:06:52,12.524,-70.027,79.79,88,68,20.4
369,Nome,US,2022-07-13 11:09:22,64.5011,-165.4064,53.67,76,0,5.75
370,Kano,NG,2022-07-13 11:05:54,12.0001,8.5167,89.76,46,98,12.15
371,Sri Aman,MY,2022-07-13 11:09:22,1.2376,111.4621,74.98,97,87,1.01
372,Simao,CN,2022-07-13 11:09:23,22.7886,100.9748,77.41,71,88,2.26
373,Susa,TN,2022-07-13 11:05:23,35.8254,10.637,87.58,55,20,6.91
374,Charleston,US,2022-07-13 11:09:23,32.7766,-79.9309,81.01,91,0,6.91
375,Fairbanks,US,2022-07-13 11:05:30,64.8378,-147.7164,61.25,79,79,4.81
376,Garowe,SO,2022-07-13 11:09:24,8.4054,48.4845,93.87,25,64,29.08
377,Leningradskiy,RU,2022-07-13 11:09:24,69.3833,178.4167,36.86,86,96,5.32
378,Tobol,KZ,2022-07-13 11:09:25,52.6844,62.5794,84.15,40,28,9.22
379,Callaway,US,2022-07-13 11:09:25,30.153,-85.5699,80.94,87,40,11.5
380,Necochea,AR,2022-07-13 11:09:26,-38.5473,-58.7368,47.26,46,100,13.96
381,Bilibino,RU,2022-07-13 11:09:26,68.0546,166.4372,55.38,73,85,3.94
382,Lagoa,PT,2022-07-13 11:09:26,39.05,-27.9833,69.51,90,66,14.0
383,Saquarema,BR,2022-07-13 11:09:27,-22.92,-42.5103,73.44,87,99,13.53
384,Adre,TD,2022-07-13 11:09:27,13.4667,22.2,89.24,40,88,9.01
385,Turkistan,KZ,2022-07-13 11:09:28,43.0,68.0,98.83,16,0,20.51
386,Karratha,AU,2022-07-13 11:09:28,-20.7377,116.8463,69.76,57,0,9.6
387,Along,IN,2022-07-13 11:09:29,28.1667,94.7667,88.25,73,100,0.78
388,Shahdadkot,PK,2022-07-13 11:09:29,27.8477,67.9055,108.32,27,2,9.51
389,Gumdag,TM,2022-07-13 11:09:29,39.2061,54.5906,103.42,11,0,13.96
390,Yaan,NG,2022-07-13 11:09:30,7.3833,8.5667,81.45,70,99,10.31
391,Nsanje,MW,2022-07-13 11:09:30,-16.92,35.262,84.22,34,44,6.89
392,Aksarka,RU,2022-07-13 11:09:31,66.5606,67.7975,65.68,74,100,9.57
393,Baherden,TM,2022-07-13 11:09:31,38.4362,57.4316,100.38,13,0,12.08
394,Port Hedland,AU,2022-07-13 11:09:32,-20.3167,118.5667,66.25,68,6,4.61
395,Morant Bay,JM,2022-07-13 11:09:32,17.8815,-76.4093,77.7,85,94,11.95
396,Tautira,PF,2022-07-13 11:09:32,-17.7333,-149.15,75.85,78,78,17.92
397,Ostrovnoy,RU,2022-07-13 11:09:33,68.0531,39.5131,67.03,77,60,6.42
398,Nova Olinda Do Norte,BR,2022-07-13 11:09:33,-3.8881,-59.0942,74.52,83,90,1.48
399,Harnosand,SE,2022-07-13 11:09:34,62.6323,17.9379,73.42,67,33,11.12
400,Banda Aceh,ID,2022-07-13 11:06:47,5.5577,95.3222,83.16,76,99,12.44
401,Pasighat,IN,2022-07-13 11:09:34,28.0667,95.3333,90.54,69,100,0.27
402,Fortuna,US,2022-07-13 11:09:35,40.5982,-124.1573,57.34,91,100,1.01
403,Ciudad Ojeda,VE,2022-07-13 11:09:35,10.1964,-71.3082,78.22,70,100,6.24
404,Shenxian,CN,2022-07-13 11:09:35,36.2411,115.6672,77.83,87,97,3.33
405,Dobrovice,CZ,2022-07-13 11:09:36,50.3693,14.9623,85.86,32,65,7.36
406,Tromso,NO,2022-07-13 11:09:36,69.6496,18.957,59.02,82,75,3.44
407,Vostok,RU,2022-07-13 11:09:37,46.4856,135.8833,64.58,93,6,4.7
408,Lixourion,GR,2022-07-13 11:10:37,38.2019,20.4314,82.4,54,20,18.41
409,Wanxian,CN,2022-07-13 11:10:37,30.8039,108.3897,93.87,66,79,4.16
410,Balabac,PH,2022-07-13 11:10:38,7.9868,117.0645,81.68,80,97,17.05
411,Okhotsk,RU,2022-07-13 11:10:38,59.3833,143.3,59.85,95,98,5.82
412,Falun,SE,2022-07-13 11:10:39,60.6036,15.626,66.61,47,64,11.01
413,Ventspils,LV,2022-07-13 11:10:39,57.3894,21.5606,67.93,88,0,8.05
414,Puerto Colombia,CO,2022-07-13 11:10:39,10.9878,-74.9547,77.09,88,27,6.29
415,Sigli,ID,2022-07-13 11:10:40,5.3848,95.9609,84.07,73,100,3.49
416,Riacho De Santana,BR,2022-07-13 11:10:40,-13.6092,-42.9389,70.52,69,6,5.21
417,Manyana,BW,2022-07-13 11:10:41,-23.4,21.7167,73.18,22,0,9.86
418,Avera,US,2022-07-13 11:10:41,33.194,-82.5271,74.71,93,99,4.38
419,Knysna,ZA,2022-07-13 11:10:42,-34.0363,23.0471,65.23,44,0,6.24
420,Pontianak,ID,2022-07-13 11:10:09,-0.0333,109.3333,78.78,88,75,5.75
421,Marsa Matruh,EG,2022-07-13 11:10:42,31.3525,27.2453,83.77,47,0,15.41
422,Bilma,NE,2022-07-13 11:10:43,18.6853,12.9164,102.85,11,98,14.76
423,Vestmannaeyjar,IS,2022-07-13 11:10:43,63.4427,-20.2734,50.99,71,0,16.11
424,Balsas,BR,2022-07-13 11:10:44,-7.5325,-46.0356,78.96,43,74,8.23
425,Pacific Grove,US,2022-07-13 11:10:44,36.6177,-121.9166,60.03,91,57,5.01
426,Nitra,SK,2022-07-13 11:10:44,48.3076,18.0845,84.63,23,73,14.54
427,Antalaha,MG,2022-07-13 11:10:45,-14.9003,50.2788,72.64,84,86,13.31
428,Port Moresby,PG,2022-07-13 11:10:45,-9.4431,147.1797,76.26,88,72,14.25
429,Nanortalik,GL,2022-07-13 11:10:46,60.1432,-45.2371,43.39,85,60,8.1
430,Bouna,CI,2022-07-13 11:10:46,9.2667,-3.0,78.49,71,100,7.58
431,Albury,AU,2022-07-13 11:10:46,-36.0833,146.9167,43.14,88,6,3.89
432,Nantucket,US,2022-07-13 11:10:04,41.2835,-70.0995,75.25,97,100,9.22
433,Pryazha,RU,2022-07-13 11:10:47,61.6926,33.6216,76.24,48,41,9.26
434,Krasnaya Polyana,RU,2022-07-13 11:10:48,56.242,51.1442,78.98,69,100,9.98
435,Manakara,MG,2022-07-13 11:07:22,-22.1333,48.0167,72.21,72,31,5.86
436,Phayakkhaphum Phisai,TH,2022-07-13 11:10:48,15.5163,103.1937,84.42,80,100,8.95
437,Westport,US,2022-07-13 11:10:49,41.1415,-73.3579,77.38,81,0,5.75
438,Hofn,IS,2022-07-13 11:10:49,64.2539,-15.2082,51.31,64,34,12.33
439,Pierre,US,2022-07-13 11:10:49,44.3683,-100.351,64.85,80,0,5.75
440,Kailua,US,2022-07-13 11:08:53,21.4022,-157.7394,76.98,85,75,12.66
441,Cockburn Town,TC,2022-07-13 11:10:50,21.4612,-71.1419,81.3,79,1,17.22
442,Dzaoudzi,YT,2022-07-13 11:10:50,-12.7887,45.2699,80.49,69,75,13.8
443,Sept-Iles,CA,2022-07-13 11:10:51,50.2001,-66.3821,57.06,89,67,4.0
444,Valley City,US,2022-07-13 11:10:51,46.9233,-98.0032,57.72,100,0,0.0
445,Eyl,SO,2022-07-13 11:10:52,7.9803,49.8164,94.14,32,90,27.65
446,Lerwick,GB,2022-07-13 11:10:52,60.1545,-1.1494,53.6,89,100,24.34
447,Penhold,CA,2022-07-13 11:10:52,52.1334,-113.8687,50.85,80,1,8.9
448,San Patricio,US,2022-07-13 11:10:53,28.017,-97.5169,84.88,88,60,5.06
449,Houston,US,2022-07-13 11:09:08,29.7633,-95.3633,82.09,88,40,3.44
450,Ambanja,MG,2022-07-13 11:10:53,-13.6833,48.45,84.81,48,5,9.15
451,Traverse City,US,2022-07-13 11:10:54,44.7631,-85.6206,62.67,88,100,0.0
452,Elmira,US,2022-07-13 11:08:46,42.0898,-76.8077,65.89,94,20,0.0
453,Luancheng,CN,2022-07-13 11:10:55,37.8792,114.6517,84.83,62,8,10.04
454,Solwezi,ZM,2022-07-13 11:10:55,-12.1688,26.3894,75.78,30,1,5.86
455,Zlatoust,RU,2022-07-13 11:11:56,55.1711,59.6508,74.12,71,98,4.34
456,Bereda,ES,2022-07-13 11:11:56,43.2686,-7.5406,97.41,24,78,0.98
457,Yinchuan,CN,2022-07-13 11:11:56,38.4681,106.2731,92.84,24,75,11.63
458,Jhinjhak,IN,2022-07-13 11:11:57,26.5667,79.7333,104.99,28,86,6.17
459,Mandalgovi,MN,2022-07-13 11:11:57,45.7625,106.2708,74.62,26,85,7.23
460,Sechura,PE,2022-07-13 11:11:58,-5.5569,-80.8222,60.84,89,24,9.4
461,Coihueco,CL,2022-07-13 11:11:58,-36.6167,-71.8333,43.54,100,100,2.3
462,Usinsk,RU,2022-07-13 11:11:59,65.9939,57.5281,87.84,37,33,6.6
463,Padang,ID,2022-07-13 11:11:59,-0.9492,100.3543,84.25,81,98,3.24
464,Pachino,IT,2022-07-13 11:12:00,36.7186,15.0907,80.1,60,0,7.87
465,Dingle,PH,2022-07-13 11:12:00,10.9995,122.6711,77.94,90,100,3.27
466,Mahajanga,MG,2022-07-13 11:12:00,-15.7167,46.3167,85.96,39,6,6.6
467,Grand-Santi,GF,2022-07-13 11:12:01,4.25,-54.3833,73.44,99,98,1.86
468,Abu Samrah,SY,2022-07-13 11:12:01,35.3029,37.1841,98.31,17,0,13.18
469,Faya,SA,2022-07-13 11:12:02,18.3851,42.4509,62.53,58,100,9.08
470,Katsuura,JP,2022-07-13 11:12:02,35.1333,140.3,74.66,92,91,5.88
471,Ucluelet,CA,2022-07-13 11:07:45,48.9329,-125.5528,52.09,90,88,7.63
472,Wakkanai,JP,2022-07-13 11:12:03,45.4094,141.6739,61.38,91,99,16.28
473,Poum,NC,2022-07-13 11:12:03,-20.2333,164.0167,75.0,92,94,24.61
474,Kapuskasing,CA,2022-07-13 11:12:04,49.4169,-82.4331,46.65,81,56,4.76
475,Ndele,CF,2022-07-13 11:12:04,8.4109,20.6473,75.2,87,100,6.55
476,Tessalit,ML,2022-07-13 11:12:05,20.1986,1.0114,103.98,17,31,10.38
477,Wellington,NZ,2022-07-13 11:12:05,-41.2866,174.7756,55.06,84,20,16.11
478,Beyneu,KZ,2022-07-13 11:12:06,45.3167,55.2,102.09,15,1,8.95
479,Parati,BR,2022-07-13 11:12:06,-23.2178,-44.7131,67.64,97,100,2.86
480,Imbituba,BR,2022-07-13 11:12:07,-28.24,-48.6703,58.86,91,99,3.85
481,Tanout,NE,2022-07-13 11:12:07,14.9709,8.8879,98.17,25,21,12.53
482,Sadiqabad,PK,2022-07-13 11:12:08,28.3062,70.1307,106.45,30,1,10.47
483,Belaya Gora,RU,2022-07-13 11:12:08,68.5333,146.4167,57.67,82,100,17.2
484,Vigrestad,NO,2022-07-13 11:12:09,58.5667,5.7,56.97,77,61,18.92
485,Caravelas,BR,2022-07-13 11:12:09,-17.7125,-39.2481,73.65,74,5,2.84
486,Manuk Mangkaw,PH,2022-07-13 11:12:09,4.8,119.85,82.96,71,99,1.95
487,Ocara,BR,2022-07-13 11:08:33,-4.4908,-38.5967,75.9,79,28,4.63
488,Noumea,NC,2022-07-13 11:08:07,-22.2763,166.4572,73.0,99,97,8.34
489,Manono,CD,2022-07-13 11:12:10,-7.3,27.4167,90.73,27,44,5.44
490,Virginia Beach,US,2022-07-13 11:12:11,36.8529,-75.978,78.04,89,0,12.66
491,Kangalassy,RU,2022-07-13 11:12:11,62.3464,129.9628,76.93,82,61,5.59
492,Chara,RU,2022-07-13 11:12:11,56.9064,118.2631,68.58,70,53,4.38
493,Gouyave,GD,2022-07-13 11:12:12,12.1646,-61.7296,79.57,78,20,11.5
494,Rio Bananal,BR,2022-07-13 11:12:12,-19.265,-40.3333,70.81,74,57,2.57
495,Bad Bramstedt,DE,2022-07-13 11:12:13,53.9167,9.8833,81.41,62,83,5.99
496,Llano De Piedra,PA,2022-07-13 11:12:13,7.6667,-80.5667,75.9,99,100,1.68
497,Andros Town,BS,2022-07-13 11:12:14,24.7,-77.7667,78.76,75,92,9.8
498,Byron Bay,AU,2022-07-13 11:12:14,-28.65,153.6167,51.76,76,32,13.87
499,Jumla,NP,2022-07-13 11:12:14,29.2747,82.1838,67.68,85,98,2.68
500,Firminy,FR,2022-07-13 11:12:15,45.3873,4.2907,89.04,28,0,3.44
501,Henties Bay,NA,2022-07-13 11:12:15,-22.116,14.2845,61.23,74,0,13.44
502,Dunedin,NZ,2022-07-13 11:13:16,-45.8742,170.5036,42.89,96,100,20.13
503,Utrera,ES,2022-07-13 11:13:16,37.1852,-5.7809,103.95,13,0,3.44
504,Hervey Bay,AU,2022-07-13 11:13:17,-25.2986,152.8535,56.48,56,0,16.02
505,Bagan,RU,2022-07-13 11:13:17,54.1001,77.6646,61.23,79,100,8.79
506,Kenai,US,2022-07-13 11:13:17,60.5544,-151.2583,58.03,88,100,3.44
507,Atar,MR,2022-07-13 11:13:18,20.5169,-13.0499,102.65,15,82,1.19
508,Tema,GH,2022-07-13 11:13:18,5.667,-0.0166,77.14,76,100,9.55
509,Chapais,CA,2022-07-13 11:13:19,49.7834,-74.8492,51.58,80,49,4.94
510,Ozernovskiy,RU,2022-07-13 11:13:19,51.5,156.5167,52.21,98,96,1.54
511,Trinidad,BO,2022-07-13 11:13:20,-14.8333,-64.9,60.78,82,40,3.44
512,Boa Vista,BR,2022-07-13 11:13:21,2.8197,-60.6733,76.98,88,40,4.61
513,Talnakh,RU,2022-07-13 11:13:21,69.4865,88.3972,56.21,42,72,9.04
514,Chateaudun,FR,2022-07-13 11:13:21,48.0833,1.3333,91.6,21,90,1.9
515,Pavullo Nel Frignano,IT,2022-07-13 11:13:22,44.3315,10.835,84.13,31,0,6.58
516,Hutang,CN,2022-07-13 11:13:23,31.5333,119.4833,89.53,62,95,4.72
517,Solnechnyy,RU,2022-07-13 11:13:23,50.7214,136.6319,64.35,96,62,4.83
518,Oksfjord,NO,2022-07-13 11:13:23,70.2396,22.3479,75.27,84,84,4.68
519,Estacion Coahuila,MX,2022-07-13 11:13:24,32.1939,-115.0017,85.5,69,33,11.95
520,Ahuimanu,US,2022-07-13 11:13:24,21.4447,-157.8378,76.71,85,75,12.66
521,Comodoro Rivadavia,AR,2022-07-13 11:12:41,-45.8667,-67.5,33.66,64,0,9.22
522,Villa Carlos Paz,AR,2022-07-13 11:13:25,-31.4241,-64.4978,49.89,31,0,15.99
523,Gravdal,NO,2022-07-13 11:13:25,68.1214,13.5031,58.89,72,40,17.27
524,Ibra,OM,2022-07-13 11:13:26,22.6906,58.5334,96.01,43,99,7.49
525,Kadhan,PK,2022-07-13 11:13:26,24.481,68.9859,94.15,56,93,10.54
526,Bodden Town,KY,2022-07-13 11:13:27,19.2833,-81.25,82.4,81,0,5.01
527,Caldwell,US,2022-07-13 11:12:36,43.6629,-116.6874,76.87,52,0,4.61
528,Copiapo,CL,2022-07-13 11:13:27,-27.3667,-70.3333,51.49,78,7,1.3
529,Sunzha,RU,2022-07-13 11:13:28,43.3211,45.0522,84.54,33,4,6.78
530,Husavik,IS,2022-07-13 11:13:28,66.0449,-17.3389,50.63,65,39,3.8
531,Sterling,US,2022-07-13 11:13:29,39.0062,-77.4286,71.42,94,20,3.44
532,Narino,CO,2022-07-13 11:13:29,5.6089,-75.1766,58.46,98,87,2.73
533,Rundu,NA,2022-07-13 11:13:29,-17.9333,19.7667,76.93,21,0,8.03
534,Moerai,PF,2022-07-13 11:13:30,-22.4333,-151.3333,71.02,63,47,14.07
535,Saint Anthony,US,2022-07-13 11:13:31,45.0205,-93.218,62.49,94,40,4.61
536,Rocha,UY,2022-07-13 11:13:26,-34.4833,-54.3333,36.48,87,6,6.73
537,Lebanon,US,2022-07-13 11:12:35,36.2081,-86.2911,71.82,89,100,0.0
538,Progreso,MX,2022-07-13 11:13:31,21.2833,-89.6667,79.11,87,100,8.41
539,Quang Ngai,VN,2022-07-13 11:13:32,15.1167,108.8,79.81,89,96,3.2
540,Arlit,NE,2022-07-13 11:13:32,18.7369,7.3853,106.97,10,23,11.16
541,Lingao,CN,2022-07-13 11:13:32,19.9103,109.6859,83.84,80,30,15.32
542,Mastic Beach,US,2022-07-13 11:13:33,40.7668,-72.8521,76.21,86,39,3.0
